Date,Quality_grade,AQI,AQI_rank,PM2_5,PM10,SO2,NO2,CO,O3
2015-05-18,良,87,256,36,114,7,36,1.25,77
2015-05-19,良,81,226,40,107,7,40,1.33,54
2015-05-20,良,76,239,35,97,11,42,1.34,71
2015-05-21,良,56,130,33,54,6,28,1.43,81
2015-05-22,良,73,208,38,77,6,37,1.55,60
2015-05-23,良,73,216,32,78,6,43,1.49,64
2015-05-24,良,83,223,45,96,7,50,1.30,65
2015-05-25,良,90,226,50,109,11,51,1.15,82
2015-05-26,良,89,225,49,110,9,52,1.09,72
2015-05-27,良,94,239,50,112,8,59,1.03,80
2015-05-28,轻度污染,101,280,54,149,7,60,0.98,53
2015-05-29,良,64,222,31,75,4,33,0.87,56
2015-05-30,良,61,203,25,71,4,34,0.85,42
2015-05-31,良,64,149,23,69,6,41,0.87,61
2015-06-01,良,66,161,23,63,4,38,0.88,70
2015-06-02,良,76,268,27,101,7,41,0.95,57
2015-06-03,良,80,322,38,105,5,52,1.10,43
2015-06-04,良,100,340,34,148,6,30,0.84,82
2015-06-05,轻度污染,103,340,49,153,6,39,0.80,57
2015-06-06,良,98,295,48,145,9,55,0.91,41
2015-06-07,良,86,300,41,121,9,44,0.86,46
2015-06-08,良,66,264,27,77,6,33,0.82,67
2015-06-09,良,83,260,34,99,10,46,0.94,97
2015-06-10,轻度污染,139,344,48,225,5,27,0.75,78
2015-06-11,良,80,274,34,107,6,35,0.91,61
2015-06-12,良,72,246,29,92,8,40,0.89,58
2015-06-13,良,65,223,21,66,7,37,0.98,65
2015-06-14,良,77,269,31,81,9,44,1.11,77
2015-06-15,良,86,271,49,69,6,27,1.12,123
2015-06-16,良,68,208,40,58,7,29,1.21,97
2015-06-17,良,77,255,32,77,7,38,1.16,73
2015-06-18,良,89,316,31,84,6,47,1.11,75
2015-06-19,良,76,275,39,94,8,51,1.09,65
2015-06-20,良,97,341,51,130,10,58,1.33,39
2015-06-21,良,80,266,52,80,6,33,1.44,82
2015-06-22,良,79,274,49,92,6,43,1.31,85
2015-06-23,良,80,271,57,81,5,42,1.32,72
2015-06-24,优,48,176,17,31,4,24,1.18,87
2015-06-25,良,60,253,19,54,5,34,1.36,66
2015-06-26,良,65,261,27,71,5,34,1.36,66
2015-06-27,良,55,220,24,48,5,30,1.24,79
2015-06-28,良,62,244,40,64,6,30,1.37,78
2015-06-29,良,57,234,36,63,5,30,1.38,46
2015-06-30,良,64,293,32,75,5,35,1.14,57
2015-07-01,良,61,250,19,67,7,45,0.83,50
2015-07-02,良,63,249,25,71,8,53,0.93,40
2015-07-03,良,68,254,25,70,9,48,0.90,75
2015-07-04,良,87,309,49,83,8,38,1.09,109
2015-07-05,良,77,288,38,77,8,43,1.00,93
2015-07-06,良,69,270,33,83,7,52,1.07,59
2015-07-07,良,73,270,33,75,6,42,1.03,80
2015-07-08,良,87,294,52,93,17,47,1.18,91
2015-07-09,轻度污染,127,344,92,135,10,50,1.43,107
2015-07-10,轻度污染,111,346,77,117,9,50,1.29,108
2015-07-11,良,90,312,53,96,8,46,1.18,95
2015-07-12,良,82,267,38,87,8,54,1.21,83
2015-07-13,良,88,249,35,112,8,53,1.09,86
2015-07-14,良,78,198,29,101,8,46,1.01,66
2015-07-15,良,61,173,29,59,8,39,1.07,70
2015-07-16,良,72,268,24,65,8,35,1.11,85
2015-07-17,良,54,181,20,49,8,40,1.19,65
2015-07-18,良,55,167,26,56,14,34,1.09,60
2015-07-19,良,58,183,21,51,7,33,0.75,66
2015-07-20,良,70,228,36,82,6,42,0.89,50
2015-07-21,良,58,171,19,49,7,35,0.81,86
2015-07-22,良,62,215,15,49,6,38,0.87,74
2015-07-23,良,58,227,18,56,7,40,0.91,72
2015-07-24,良,69,273,20,62,8,46,0.91,75
2015-07-25,良,64,219,22,63,8,47,0.93,65
2015-07-26,良,78,257,33,92,12,56,1.14,77
2015-07-27,良,69,223,45,81,9,44,1.18,73
2015-07-28,良,67,261,42,76,8,38,1.11,69
2015-07-29,良,66,266,36,77,8,41,1.11,69
2015-07-30,良,56,223,25,57,6,37,1.10,63
2015-07-31,良,74,328,46,88,7,44,1.44,75
2015-08-01,良,70,292,46,86,7,38,1.47,53
2015-08-02,良,56,199,32,61,6,38,1.21,41
2015-08-03,优,40,75,18,39,6,30,1.17,34
2015-08-04,优,44,107,16,43,6,31,1.14,36
2015-08-05,优,46,105,17,45,7,37,1.32,40
2015-08-06,良,54,170,15,53,8,40,1.48,55
2015-08-07,良,59,205,24,64,8,38,1.25,57
2015-08-08,良,67,281,40,75,8,38,1.30,56
2015-08-09,良,68,302,47,80,9,35,1.40,58
2015-08-10,良,76,328,54,86,8,38,1.48,40
2015-08-11,良,68,294,49,73,6,34,1.42,24
2015-08-12,良,84,307,59,99,7,33,1.23,53
2015-08-13,良,65,181,33,73,6,23,0.87,63
2015-08-14,良,52,150,14,51,7,34,0.69,71
2015-08-15,良,66,239,19,65,8,38,0.77,65
2015-08-16,良,65,204,27,74,7,39,0.92,57
2015-08-17,轻度污染,131,340,52,194,7,33,0.79,79
2015-08-18,良,80,253,40,108,7,37,0.99,60
2015-08-19,良,62,241,30,72,7,30,0.99,50
2015-08-20,良,58,260,14,59,9,33,0.96,53
2015-08-21,良,62,220,18,72,10,36,0.90,56
2015-08-22,良,67,230,24,74,10,42,0.89,59
2015-08-23,良,69,230,24,81,9,41,0.92,56
2015-08-24,良,64,221,24,59,9,38,0.99,70
2015-08-25,良,61,198,25,58,9,40,1.05,73
2015-08-26,良,70,204,23,60,8,41,1.08,80
2015-08-27,良,66,197,27,65,10,38,1.04,57
2015-08-28,良,65,196,22,59,8,38,1.03,68
2015-08-29,良,64,204,19,55,9,39,1.05,72
2015-08-30,良,69,227,24,67,10,41,1.07,79
2015-08-31,良,57,186,19,53,9,35,1.03,62
2015-09-01,良,67,251,27,72,10,41,1.12,64
2015-09-02,良,75,293,30,82,12,47,1.18,67
2015-09-03,良,76,298,44,95,12,53,1.37,51
2015-09-04,优,48,180,22,41,7,32,1.25,63
2015-09-05,良,60,295,22,65,7,35,1.14,52
2015-09-06,良,58,258,17,55,7,35,1.14,56
2015-09-07,良,61,231,24,62,8,39,1.28,56
2015-09-08,良,74,279,51,80,10,44,1.50,40
2015-09-09,优,41,95,25,37,6,36,1.47,32
2015-09-10,优,25,16,15,21,6,34,1.60,35
2015-09-11,优,41,111,12,42,7,28,1.00,38
2015-09-12,良,51,191,14,51,8,28,0.95,42
2015-09-13,良,51,132,15,55,7,33,1.02,36
2015-09-14,优,50,73,18,49,7,31,1.02,44
2015-09-15,良,70,230,40,85,9,42,1.19,58
2015-09-16,良,81,279,54,102,9,43,1.15,66
2015-09-17,良,79,260,56,90,9,39,1.13,58
2015-09-18,良,60,145,37,65,7,34,1.01,49
2015-09-19,良,64,209,38,75,7,28,0.96,10
2015-09-20,良,88,314,62,118,9,43,1.45,76
2015-09-21,良,95,296,67,115,9,38,1.27,57
2015-09-22,良,84,303,43,119,7,35,0.98,48
2015-09-23,良,62,254,29,74,7,40,1.04,25
2015-09-24,优,48,141,17,46,7,32,0.98,50
2015-09-25,良,68,275,21,84,8,35,0.94,46
2015-09-26,良,67,255,29,80,10,27,1.07,48
2015-09-27,良,92,324,67,109,9,29,1.33,64
2015-09-28,良,95,333,70,87,7,28,1.52,72
2015-09-29,良,88,336,65,99,9,34,1.47,57
2015-09-30,良,58,225,37,60,7,34,1.14,46
2015-10-01,轻度污染,107,334,25,161,7,25,0.81,53
2015-10-02,良,90,292,35,129,8,36,0.92,33
2015-10-03,良,81,240,35,111,10,46,1.20,19
2015-10-04,良,76,221,33,102,10,38,1.30,32
2015-10-05,良,76,227,39,101,10,44,1.30,41
2015-10-06,良,61,188,38,70,8,46,1.33,12
2015-10-07,良,61,225,27,79,8,29,1.19,56
2015-10-08,良,55,232,22,65,8,29,0.99,34
2015-10-09,优,50,140,14,56,9,29,1.02,36
2015-10-10,良,54,178,17,60,10,33,1.08,38
2015-10-11,优,49,156,17,53,9,32,1.12,36
2015-10-12,良,58,146,22,66,10,40,1.26,41
2015-10-13,良,65,125,33,76,9,48,1.53,14
2015-10-14,优,50,38,26,56,9,35,1.30,42
2015-10-15,良,69,93,38,87,10,42,1.52,39
2015-10-16,良,76,114,42,99,11,46,1.52,35
2015-10-17,良,90,183,48,126,13,44,1.46,36
2015-10-18,良,85,228,39,117,12,49,1.38,20
2015-10-19,良,94,242,58,122,11,41,1.45,36
2015-10-20,轻度污染,117,296,83,138,9,47,1.55,35
2015-10-21,轻度污染,109,276,76,134,10,45,1.41,38
2015-10-22,优,44,45,28,39,7,29,0.97,25
2015-10-23,优,50,42,27,54,7,33,1.15,24
2015-10-24,良,59,93,38,60,10,40,1.26,8
2015-10-25,优,37,33,25,31,10,48,1.61,24
2015-10-26,良,59,136,19,68,10,24,0.85,51
2015-10-27,良,63,215,23,76,12,34,1.01,25
2015-10-28,良,65,182,26,78,14,34,1.02,18
2015-10-29,良,65,223,32,78,15,35,1.09,31
2015-10-30,良,65,243,28,79,22,42,1.21,21
2015-10-31,优,45,134,22,48,14,37,1.04,28
2015-11-01,良,56,162,28,69,23,41,1.32,34
2015-11-02,良,88,227,51,124,51,53,2.30,21
2015-11-03,良,99,223,61,146,29,56,2.20,24
2015-11-04,轻度污染,116,270,80,170,30,70,1.91,15
2015-11-05,良,83,206,56,90,13,45,1.49,15
2015-11-06,优,39,89,27,31,12,42,1.77,28
2015-11-07,优,27,16,17,25,15,23,1.25,19
2015-11-08,良,55,152,28,63,14,30,1.27,26
2015-11-09,良,79,200,44,107,20,40,1.55,11
2015-11-10,良,82,218,50,107,21,43,1.79,19
2015-11-11,良,98,252,72,118,27,46,2.08,14
2015-11-12,良,80,222,58,61,15,39,1.78,18
2015-11-13,良,65,207,45,63,14,30,1.55,36
2015-11-14,良,54,117,34,57,16,30,1.59,42
2015-11-15,良,73,198,47,91,22,38,1.70,24
2015-11-16,良,83,267,57,107,21,38,1.83,16
2015-11-17,轻度污染,108,336,80,114,24,38,2.04,3
2015-11-18,良,71,287,50,66,19,47,2.28,22
2015-11-19,良,52,136,36,52,15,31,1.82,37
2015-11-20,良,61,164,38,66,18,42,1.68,30
2015-11-21,优,44,75,30,38,12,37,1.84,21
2015-11-22,优,41,109,28,37,15,40,2.02,7
2015-11-23,优,48,187,32,45,15,34,1.47,27
2015-11-24,优,41,175,26,35,16,36,1.21,31
2015-11-25,优,47,151,23,48,13,27,1.04,50
2015-11-26,良,58,204,31,70,36,45,1.70,31
2015-11-27,良,76,248,49,99,33,50,1.93,20
2015-11-28,良,80,179,48,108,36,48,1.94,18
2015-11-29,良,86,178,51,120,41,50,1.94,20
2015-11-30,良,91,199,59,128,42,54,2.22,27
2015-12-01,轻度污染,108,240,56,141,24,35,1.60,35
2015-12-02,良,91,246,30,130,14,19,0.88,63
2015-12-03,良,54,155,27,62,27,32,1.25,32
2015-12-04,良,63,196,36,75,41,39,1.60,19
2015-12-05,良,72,217,47,89,48,46,1.85,16
2015-12-06,良,97,248,71,107,42,53,2.05,25
2015-12-07,轻度污染,143,271,107,171,62,74,3.06,19
2015-12-08,中度污染,181,306,137,168,40,52,2.53,20
2015-12-09,轻度污染,143,289,108,126,16,35,1.72,27
2015-12-10,轻度污染,104,225,78,110,20,41,1.61,30
2015-12-11,轻度污染,121,253,91,125,32,48,1.86,42
2015-12-12,中度污染,182,331,137,172,64,54,2.44,29
2015-12-13,良,90,205,67,68,18,37,2.14,28
2015-12-14,良,56,123,35,60,24,43,1.58,28
2015-12-15,良,59,164,27,68,25,40,1.48,30
2015-12-16,良,57,212,23,65,24,37,1.32,31
2015-12-17,良,62,210,38,73,40,53,1.82,14
2015-12-18,良,79,207,56,86,51,61,1.95,19
2015-12-19,良,79,175,56,95,47,52,2.21,24
2015-12-20,中度污染,164,292,124,168,59,84,2.76,17
2015-12-21,中度污染,158,233,119,170,80,81,2.69,18
2015-12-22,中度污染,166,235,125,167,65,85,2.70,10
2015-12-23,中度污染,155,212,117,155,46,60,2.16,14
2015-12-24,良,100,206,73,119,58,56,1.78,20
2015-12-25,良,69,130,36,85,63,60,1.77,22
2015-12-26,良,71,137,45,87,48,60,1.70,18
2015-12-27,良,83,203,52,111,58,60,1.80,16
2015-12-28,良,94,199,61,125,78,64,2.16,13
2015-12-29,良,100,175,68,124,48,58,2.08,18
2015-12-30,良,72,106,46,88,50,50,1.54,19
2015-12-31,良,86,123,57,101,53,56,1.76,15
2016-01-01,轻度污染,107,157,80,107,44,59,2.08,20
2016-01-02,轻度污染,115,159,86,119,45,58,2.15,17
2016-01-03,良,83,96,59,93,53,54,2.02,20
2016-01-04,良,77,132,55,88,49,50,1.80,26
2016-01-05,良,56,127,35,58,28,33,0.94,43
2016-01-06,良,52,98,33,55,25,35,1.05,48
2016-01-07,良,57,134,38,65,31,43,1.25,38
2016-01-08,良,65,144,42,78,42,46,1.52,31
2016-01-09,良,77,152,55,88,47,45,1.64,32
2016-01-10,良,73,153,52,81,39,33,1.48,44
2016-01-11,优,48,116,29,48,28,29,1.02,52
2016-01-12,良,51,127,31,53,27,32,1.12,47
2016-01-13,良,69,175,48,78,45,41,1.52,34
2016-01-14,良,65,112,43,76,49,45,1.57,35
2016-01-15,良,75,134,49,92,60,53,1.87,31
2016-01-16,良,84,160,54,112,64,54,1.99,28
2016-01-17,良,62,134,24,72,23,24,1.04,70
2016-01-18,优,48,81,23,48,26,27,1.11,61
2016-01-19,良,56,76,31,61,48,37,1.38,40
2016-01-20,良,55,72,35,56,45,37,1.15,46
2016-01-21,良,68,207,44,78,41,34,1.34,47
2016-01-22,优,49,139,14,48,16,12,0.79,77
2016-01-23,轻度污染,103,346,21,156,16,12,1.00,76
2016-01-24,良,54,162,23,61,26,22,1.24,63
2016-01-25,良,57,124,36,64,65,42,1.79,38
2016-01-26,良,65,131,42,75,73,46,1.80,35
2016-01-27,良,93,218,67,114,108,61,2.03,21
2016-01-28,轻度污染,102,227,76,114,74,58,2.07,29
2016-01-29,轻度污染,144,306,108,150,84,62,2.30,31
2016-01-30,重度污染,204,356,158,204,98,68,2.79,42
2016-01-31,优,46,87,17,40,21,19,0.93,77
2016-02-01,良,51,101,28,54,54,38,1.24,40
2016-02-02,良,65,91,42,72,72,45,1.48,36
2016-02-03,良,75,104,54,86,69,48,1.70,39
2016-02-04,良,72,152,50,86,65,44,1.59,46
2016-02-05,良,64,137,20,75,20,16,0.76,83
2016-02-06,良,59,121,28,68,46,32,1.22,51
2016-02-07,良,84,193,44,113,55,32,1.35,48
2016-02-08,良,99,90,73,106,66,33,1.38,47
2016-02-09,良,60,73,40,66,70,37,1.36,48
2016-02-10,良,100,256,74,112,84,54,1.91,43
2016-02-11,中度污染,177,328,134,145,34,40,1.72,55
2016-02-12,轻度污染,144,296,81,177,17,21,1.31,51
2016-02-13,优,46,134,16,38,11,8,0.70,86
2016-02-14,优,43,210,14,33,16,12,0.82,76
2016-02-15,优,49,235,21,42,29,23,1.06,67
2016-02-16,优,46,147,24,43,38,34,1.25,50
2016-02-17,良,55,129,32,62,51,41,1.44,41
2016-02-18,良,100,304,48,148,44,35,1.34,52
2016-02-19,轻度污染,140,306,50,228,15,19,0.94,79
2016-02-20,轻度污染,105,257,30,146,18,21,0.96,75
2016-02-21,轻度污染,106,265,58,160,57,52,1.74,19
2016-02-22,轻度污染,118,286,62,185,40,35,1.51,44
2016-02-23,良,57,134,26,63,26,29,1.13,58
2016-02-24,良,70,192,34,88,35,41,1.45,44
2016-02-25,中度污染,180,351,44,251,37,32,1.39,53
2016-02-26,轻度污染,107,290,46,162,48,42,1.29,44
2016-02-27,轻度污染,113,297,39,173,39,32,1.10,56
2016-02-28,良,67,146,25,81,18,25,0.96,72
2016-02-29,良,65,151,28,78,46,41,1.34,47
2016-03-01,良,74,145,40,96,43,47,1.38,42
2016-03-02,良,85,138,43,117,50,47,1.48,43
2016-03-03,良,92,172,50,133,35,50,1.53,45
2016-03-04,严重污染,274,355,77,461,27,30,1.34,58
2016-03-05,严重污染,262,350,81,371,31,37,1.51,56
2016-03-06,轻度污染,150,257,66,248,40,47,1.70,46
2016-03-07,轻度污染,102,222,46,152,28,37,1.55,53
2016-03-08,良,78,276,39,104,19,31,1.63,56
2016-03-09,良,55,258,19,59,15,19,1.27,76
2016-03-10,优,48,175,17,45,18,24,1.32,71
2016-03-11,良,65,184,32,78,33,41,1.65,50
2016-03-12,良,92,237,50,132,35,46,1.53,50
2016-03-13,良,60,124,22,66,24,37,0.99,68
2016-03-14,良,74,139,37,95,42,50,1.29,63
2016-03-15,轻度污染,119,273,85,152,28,63,1.52,81
2016-03-16,轻度污染,118,253,88,143,22,65,1.70,62
2016-03-17,轻度污染,127,246,91,161,26,81,1.79,60
2016-03-18,轻度污染,111,213,76,151,17,71,1.57,59
2016-03-19,轻度污染,119,256,88,161,24,70,1.66,96
2016-03-20,中度污染,162,345,122,173,22,37,1.61,146
2016-03-21,轻度污染,110,294,79,150,20,52,1.52,134
2016-03-22,轻度污染,147,346,112,149,10,58,1.60,77
2016-03-23,轻度污染,128,356,96,120,9,57,1.80,54
2016-03-24,良,99,349,73,95,9,47,1.68,56
2016-03-25,良,55,122,33,51,7,31,1.18,69
2016-03-26,良,56,70,21,56,11,43,1.18,52
2016-03-27,良,54,64,20,49,11,47,1.19,58
2016-03-28,良,68,98,29,82,15,52,1.10,57
2016-03-29,良,74,138,30,95,15,46,1.00,47
2016-03-30,良,72,140,30,84,13,42,0.96,70
2016-03-31,良,85,200,42,108,14,53,1.02,88
2016-04-01,轻度污染,122,313,51,192,9,52,0.90,66
2016-04-02,良,91,227,35,130,7,31,0.78,64
2016-04-03,优,43,45,17,30,5,19,0.84,69
2016-04-04,良,65,214,41,71,7,38,1.24,59
2016-04-05,良,74,249,48,91,6,41,1.55,54
2016-04-06,良,72,243,32,92,6,42,1.52,58
2016-04-07,轻度污染,104,314,36,154,6,43,1.38,62
2016-04-08,良,73,230,24,95,8,49,1.56,50
2016-04-09,良,74,232,26,93,10,48,1.67,54
2016-04-10,良,88,266,39,117,12,60,1.89,64
2016-04-11,轻度污染,110,323,50,157,10,51,1.76,80
2016-04-12,良,64,149,29,75,5,34,1.28,50
2016-04-13,良,70,151,27,87,6,48,1.22,50
2016-04-14,良,78,190,28,94,7,41,1.13,69
2016-04-15,良,74,206,37,95,7,48,1.31,45
2016-04-16,良,63,232,22,79,5,32,1.23,58
2016-04-17,良,88,330,28,120,6,35,1.21,62
2016-04-18,良,81,332,26,105,8,42,1.28,63
2016-04-19,良,96,341,43,140,10,68,1.59,43
2016-04-20,良,97,321,37,141,8,48,1.36,61
2016-04-21,良,85,260,28,108,7,50,1.42,67
2016-04-22,良,80,224,25,101,8,48,1.56,61
2016-04-23,良,94,295,37,124,9,52,1.64,74
2016-04-24,良,74,223,37,73,7,39,1.62,74
2016-04-25,良,89,274,47,99,8,45,1.61,88
2016-04-26,良,80,270,40,92,8,42,1.38,98
2016-04-27,良,68,224,28,81,6,38,1.00,77
2016-04-28,良,71,212,24,78,6,44,0.70,65
2016-04-29,良,83,220,40,100,8,50,0.74,83
2016-04-30,良,77,177,40,82,7,50,0.77,86
2016-05-01,轻度污染,127,331,45,179,6,36,0.73,84
2016-05-02,轻度污染,106,335,40,128,4,16,0.64,101
2016-05-03,良,61,169,25,63,6,40,0.86,62
2016-05-04,良,77,231,41,94,7,43,0.96,78
2016-05-05,良,93,287,49,133,6,31,0.90,81
2016-05-06,良,84,214,39,115,6,23,0.68,85
2016-05-07,优,43,71,24,42,5,29,0.84,54
2016-05-08,良,53,149,26,44,6,29,0.99,79
2016-05-09,良,66,222,27,75,6,38,0.99,59
2016-05-10,良,70,224,29,75,7,38,0.92,76
2016-05-11,良,90,223,40,98,10,44,1.03,101
2016-05-12,中度污染,160,345,63,253,5,16,0.78,90
2016-05-13,良,61,154,35,64,7,34,1.07,38
2016-05-14,良,52,114,29,42,5,30,1.09,50
2016-05-15,良,69,317,25,80,7,33,0.96,67
2016-05-16,良,58,135,25,46,6,41,1.07,61
2016-05-17,良,74,187,39,64,8,49,1.14,72
2016-05-18,良,87,251,50,93,13,54,1.31,89
2016-05-19,良,82,191,46,83,12,50,1.36,96
2016-05-20,良,97,311,67,103,9,47,1.53,88
2016-05-21,良,100,335,49,96,11,48,1.48,108
2016-05-22,良,92,319,47,86,14,40,1.44,133
2016-05-23,良,61,211,19,26,6,14,1.12,111
2016-05-24,良,59,146,16,44,7,31,1.16,96
2016-05-25,优,50,107,10,27,5,22,1.08,82
2016-05-26,优,47,118,16,46,6,33,1.18,62
2016-05-27,优,49,138,18,42,6,40,1.26,66
2016-05-28,良,56,190,18,45,7,35,1.26,70
2016-05-29,良,89,322,25,69,9,45,1.30,98
2016-05-30,良,98,294,37,90,12,57,1.49,108
2016-05-31,良,86,271,59,101,12,59,1.57,62
2016-06-01,良,63,248,43,57,7,36,1.27,81
2016-06-02,良,65,227,39,52,6,40,1.28,62
2016-06-03,优,47,135,11,31,5,26,1.06,88
2016-06-04,良,65,225,25,76,6,36,1.09,71
2016-06-05,优,48,98,15,42,6,29,1.02,76
2016-06-06,良,59,137,22,50,6,38,1.12,66
2016-06-07,良,55,130,21,46,6,32,1.13,85
2016-06-08,良,61,179,23,52,6,37,1.19,61
2016-06-09,良,72,238,28,59,7,34,1.19,81
2016-06-10,良,66,222,17,55,7,40,0.99,83
2016-06-11,良,54,194,20,54,7,38,0.99,53
2016-06-12,优,50,180,16,38,6,28,1.03,73
2016-06-13,良,54,154,16,42,6,26,1.08,92
2016-06-14,良,77,297,22,101,6,25,0.96,79
2016-06-15,良,53,176,12,40,7,25,0.98,84
2016-06-16,良,54,140,14,46,7,38,1.15,61
2016-06-17,良,77,248,23,78,9,58,1.31,77
2016-06-18,良,98,327,29,78,9,47,1.38,107
2016-06-19,良,78,291,38,84,7,45,1.61,76
2016-06-20,良,65,245,36,67,6,33,1.62,63
2016-06-21,良,59,224,17,50,7,33,1.49,73
2016-06-22,良,66,279,21,69,7,39,1.37,61
2016-06-23,良,54,219,12,34,6,24,1.02,89
2016-06-24,良,53,250,15,46,7,33,1.03,61
2016-06-25,良,61,268,19,52,10,38,1.01,67
2016-06-26,良,73,273,43,87,10,55,1.28,62
2016-06-27,良,72,256,36,93,7,36,1.11,56
2016-06-28,良,81,305,38,105,7,51,1.16,33
2016-06-29,良,70,280,22,66,8,40,1.07,71
2016-06-30,良,70,284,19,57,8,48,1.07,95
2016-07-01,良,63,285,13,38,7,31,1.03,88
2016-07-02,良,69,285,22,49,8,29,1.12,102
2016-07-03,良,68,264,35,66,6,31,1.28,84
2016-07-04,良,72,278,43,73,8,33,1.31,95
2016-07-05,良,88,315,58,82,7,21,1.46,126
2016-07-06,良,94,321,65,104,9,32,1.51,113
2016-07-07,良,94,329,66,108,9,32,1.54,88
2016-07-08,良,67,286,47,64,7,23,1.53,48
2016-07-09,良,81,325,59,58,6,22,1.54,33
2016-07-10,良,58,241,38,55,6,28,1.69,33
2016-07-11,良,51,183,30,46,6,26,1.63,37
2016-07-12,优,49,168,13,41,6,28,1.35,65
2016-07-13,良,61,270,21,54,7,32,1.29,59
2016-07-14,优,41,135,13,21,7,23,1.10,78
2016-07-15,优,48,201,8,29,7,24,1.01,82
2016-07-16,良,58,248,13,48,7,33,0.98,68
2016-07-17,良,67,255,14,51,8,34,1.01,77
2016-07-18,良,78,287,47,84,7,41,1.26,46
2016-07-19,良,57,242,13,28,7,18,1.03,98
2016-07-20,良,58,270,21,52,7,30,1.16,67
2016-07-21,良,61,288,18,53,7,33,1.13,65
2016-07-22,良,70,305,25,88,6,35,1.13,47
2016-07-23,良,59,212,24,61,6,28,1.05,55
2016-07-24,良,51,138,23,55,6,26,1.17,39
2016-07-25,优,50,134,9,29,6,24,0.93,84
2016-07-26,良,59,197,22,67,7,37,1.11,39
2016-07-27,良,59,188,23,59,7,35,1.09,59
2016-07-28,良,57,150,19,56,6,38,1.12,68
2016-07-29,良,65,205,23,67,7,44,1.26,71
2016-07-30,良,59,162,28,68,7,36,1.24,45
2016-07-31,优,50,145,21,49,7,35,1.25,32
2016-08-01,良,52,205,27,56,7,33,1.42,34
2016-08-02,优,49,168,23,49,7,32,1.34,38
2016-08-03,良,66,293,39,72,7,33,1.50,51
2016-08-04,良,73,318,44,84,7,38,1.44,64
2016-08-05,良,69,297,39,72,7,41,1.40,63
2016-08-06,良,65,285,30,60,7,40,1.36,63
2016-08-07,良,64,306,28,59,7,36,1.35,67
2016-08-08,良,66,318,39,71,7,33,1.41,62
2016-08-09,良,67,298,43,78,7,33,1.54,71
2016-08-10,良,60,264,36,63,7,30,1.48,55
2016-08-11,良,59,259,32,63,7,35,1.48,47
2016-08-12,良,57,239,31,59,7,32,1.38,41
2016-08-13,良,55,231,27,60,7,31,1.39,44
2016-08-14,良,53,220,33,55,7,28,1.42,40
2016-08-15,良,56,250,34,60,7,29,1.39,36
2016-08-16,优,45,132,28,45,6,29,1.41,35
2016-08-17,良,86,333,61,81,9,33,1.56,44
2016-08-18,良,62,236,38,65,7,30,1.36,37
2016-08-19,优,50,194,15,49,7,34,1.16,46
2016-08-20,良,58,238,29,63,6,31,1.25,29
2016-08-21,良,52,139,31,56,6,28,1.43,54
2016-08-22,良,92,350,67,88,9,39,1.72,64
2016-08-23,良,63,202,42,71,6,35,1.38,47
2016-08-24,良,53,102,26,57,7,30,1.26,41
2016-08-25,优,35,36,10,28,8,23,1.03,50
2016-08-26,优,45,175,12,40,8,34,1.05,46
2016-08-27,优,50,168,13,44,8,34,1.11,44
2016-08-28,良,56,186,13,51,9,40,1.11,52
2016-08-29,良,67,223,22,70,11,45,1.30,63
2016-08-30,良,65,203,36,79,10,56,1.41,45
2016-08-31,良,61,158,24,65,10,38,1.45,53
2016-09-01,良,55,173,14,56,9,35,1.37,47
2016-09-02,良,58,190,15,59,9,40,1.47,44
2016-09-03,良,66,192,19,79,11,45,1.45,45
2016-09-04,良,67,201,20,77,10,44,1.46,54
2016-09-05,良,72,226,21,81,11,47,1.56,57
2016-09-06,优,36,46,13,29,7,29,1.31,57
2016-09-07,优,43,79,14,40,8,33,1.33,47
2016-09-08,良,62,189,20,70,9,39,1.32,46
2016-09-09,优,49,123,20,52,8,41,1.20,31
2016-09-10,优,35,77,13,33,7,30,1.02,43
2016-09-11,优,48,141,15,43,8,30,1.17,42
2016-09-12,良,51,134,23,51,8,32,1.24,22
2016-09-13,优,44,69,22,41,7,33,1.28,44
2016-09-14,良,63,192,37,70,8,36,1.46,37
2016-09-15,良,62,218,34,72,7,33,1.50,43
2016-09-16,良,71,280,38,87,8,37,1.62,47
2016-09-17,良,68,280,37,84,8,36,1.60,44
2016-09-18,良,51,174,34,38,8,39,1.54,16
2016-09-19,良,53,192,23,53,9,32,1.62,58
2016-09-20,良,55,166,25,60,8,35,1.59,39
2016-09-21,优,49,65,18,49,8,35,1.63,50
2016-09-22,良,57,111,26,62,9,43,1.60,43
2016-09-23,良,58,135,28,61,10,44,1.48,49
2016-09-24,良,71,193,42,90,12,51,1.49,45
2016-09-25,良,54,116,29,58,11,41,1.20,36
2016-09-26,良,82,263,58,98,11,51,1.50,34
2016-09-27,良,57,192,27,63,15,30,1.09,38
2016-09-28,良,59,276,29,63,19,37,1.22,55
2016-09-29,良,69,303,46,73,11,30,1.56,50
2016-09-30,良,61,226,30,70,10,32,1.38,35
2016-10-01,良,77,274,45,92,11,42,1.49,62
2016-10-02,优,48,142,15,46,9,32,1.21,53
2016-10-03,良,68,249,31,82,11,43,1.31,44
2016-10-04,轻度污染,119,344,39,164,10,34,1.14,34
2016-10-05,优,49,108,21,54,10,36,1.16,21
2016-10-06,良,72,257,41,79,11,48,1.41,6
