Date,Quality_grade,AQI,AQI_rank,PM2_5,PM10,SO2,NO2,CO,O3
2020-08-10,优,36,205,14,35,2,22,0.43,72
2020-08-11,良,56,299,32,59,3,28,0.75,58
2020-08-12,优,41,285,19,41,2,25,0.55,48
2020-08-13,优,29,199,8,23,2,22,0.43,62
2020-08-14,优,33,227,13,32,2,27,0.48,47
2020-08-15,优,26,136,11,19,2,17,0.53,70
2020-08-16,优,20,50,8,15,2,24,0.64,43
2020-08-17,优,22,64,2,10,2,15,0.37,71
2020-08-18,优,26,104,5,14,2,17,0.36,68
2020-08-19,优,31,188,12,24,2,23,0.40,53
2020-08-20,优,46,319,24,39,4,23,0.59,53
2020-08-21,优,34,184,21,32,2,12,0.71,74
2020-08-22,优,31,104,15,29,2,13,0.58,59
2020-08-23,优,28,84,13,25,2,16,0.55,45
2020-08-24,优,30,120,9,23,2,19,0.41,62
2020-08-25,优,37,162,12,35,2,22,0.41,58
2020-08-26,优,34,136,12,26,2,24,0.45,77
2020-08-27,优,41,194,14,38,3,29,0.51,58
2020-08-28,优,48,208,22,47,3,30,0.65,52
2020-08-29,良,54,247,33,58,3,30,0.77,56
2020-08-30,优,29,95,12,28,2,20,0.46,46
2020-08-31,优,26,90,6,18,2,18,0.38,57
2020-09-01,优,33,98,10,30,3,24,0.36,40
2020-09-02,优,32,81,8,28,3,25,0.33,46
2020-09-03,优,34,105,9,30,3,28,0.37,34
2020-09-04,优,34,88,8,31,3,31,0.38,39
2020-09-05,优,42,146,13,43,3,37,0.47,33
2020-09-06,优,44,149,15,42,5,35,0.51,48
2020-09-07,优,45,164,13,42,6,35,0.56,54
2020-09-08,优,42,165,14,39,7,35,0.54,48
2020-09-09,优,40,172,17,39,3,35,0.55,28
2020-09-10,优,38,181,18,34,3,29,0.50,45
2020-09-11,优,39,235,15,36,4,33,0.48,44
2020-09-12,良,51,299,32,52,3,29,0.65,57
2020-09-13,良,56,320,38,57,5,29,0.76,55
2020-09-14,优,35,159,23,32,3,23,0.63,48
2020-09-15,优,33,169,10,29,3,26,0.44,50
2020-09-16,优,35,199,10,34,4,29,0.40,32
2020-09-17,优,34,214,10,31,4,31,0.36,35
2020-09-18,优,36,201,13,33,4,33,0.45,40
2020-09-19,优,40,200,16,39,5,38,0.53,43
2020-09-20,优,47,253,22,48,5,33,0.63,51
2020-09-21,优,43,248,28,40,5,30,0.68,53
2020-09-22,优,44,241,30,39,4,37,0.75,34
2020-09-23,优,33,162,14,32,3,25,0.57,53
2020-09-24,优,36,136,17,37,4,32,0.50,31
2020-09-25,优,48,208,25,48,5,34,0.66,35
2020-09-26,良,63,303,44,58,4,30,0.92,50
2020-09-27,良,76,345,55,78,5,42,1.08,66
2020-09-28,良,73,346,53,72,4,48,1.05,33
2020-09-29,优,34,150,17,32,3,26,0.74,41
2020-09-30,良,55,305,34,60,5,37,1.03,22
2020-10-01,优,50,212,16,53,4,22,0.40,47
2020-10-02,优,49,246,18,52,4,26,0.39,20
2020-10-03,优,44,244,18,46,4,29,0.41,31
2020-10-04,优,28,146,8,27,5,20,0.27,45
2020-10-05,优,34,178,14,32,5,31,0.39,39
2020-10-06,优,40,205,19,42,4,37,0.54,24
2020-10-07,优,38,202,19,37,4,31,0.50,40
2020-10-08,良,52,249,34,53,6,41,0.68,22
2020-10-09,优,39,128,24,37,4,29,0.69,32
2020-10-10,优,50,184,32,47,6,36,0.88,17
2020-10-11,优,45,129,21,43,4,28,0.60,35
2020-10-12,优,45,150,13,47,5,42,0.51,33
2020-10-13,优,48,186,25,49,6,39,0.61,30
2020-10-14,优,28,85,12,26,4,24,0.41,61
2020-10-15,优,43,211,24,37,4,24,0.44,52
2020-10-16,优,40,214,16,39,4,35,0.49,37
2020-10-17,优,40,161,18,42,5,42,0.58,31
2020-10-18,优,50,197,21,53,6,44,0.61,30
2020-10-19,优,47,170,21,50,5,47,0.67,31
2020-10-20,良,60,197,25,73,4,47,0.64,34
2020-10-21,轻度污染,121,336,56,193,4,41,0.54,30
2020-10-22,良,78,282,41,108,4,41,0.62,29
2020-10-23,良,56,159,28,59,5,50,0.75,29
2020-10-24,良,72,264,44,91,7,54,0.90,46
2020-10-25,良,84,298,57,109,6,58,0.95,49
2020-10-26,良,79,220,36,108,6,54,0.85,34
2020-10-27,良,57,167,22,70,5,36,0.39,39
2020-10-28,优,36,90,22,34,5,31,0.63,28
2020-10-29,良,57,179,39,53,5,37,0.92,22
2020-10-30,良,88,305,65,71,5,48,1.30,7
2020-10-31,良,71,247,37,74,6,39,0.98,26
2020-11-01,良,60,191,28,67,7,46,1.04,19
2020-11-02,良,52,163,25,53,6,42,1.03,22
2020-11-03,良,57,225,30,61,7,52,1.20,21
2020-11-04,良,71,301,45,85,8,63,1.58,24
2020-11-05,良,67,199,45,83,10,61,1.54,22
2020-11-06,良,67,172,25,83,8,45,0.99,32
2020-11-07,良,73,199,33,96,8,50,1.20,23
2020-11-08,良,70,239,39,84,8,54,1.22,21
2020-11-09,良,65,164,37,75,7,58,1.31,24
2020-11-10,良,66,153,42,77,9,58,1.48,24
2020-11-11,良,86,283,64,100,13,65,1.71,29
2020-11-12,良,87,284,64,96,9,68,1.54,31
2020-11-13,轻度污染,104,313,77,111,9,76,1.47,16
2020-11-14,轻度污染,128,332,97,113,9,54,1.21,72
2020-11-15,轻度污染,125,328,95,109,8,65,1.42,31
2020-11-16,轻度污染,132,324,99,107,7,42,1.22,46
2020-11-17,轻度污染,116,329,87,86,5,40,0.93,55
2020-11-18,优,48,256,33,44,3,22,0.73,37
2020-11-19,优,33,114,21,32,4,25,0.63,41
2020-11-20,良,55,272,39,42,6,44,1.36,12
2020-11-21,优,30,100,19,19,2,26,1.10,37
2020-11-22,优,21,59,12,18,3,17,0.47,49
2020-11-23,优,39,185,26,34,6,33,0.70,31
2020-11-24,良,51,210,36,37,5,31,0.64,25
2020-11-25,良,53,204,37,38,4,26,0.45,47
2020-11-26,良,94,299,70,76,7,46,1.06,53
2020-11-27,良,93,309,69,82,7,57,1.13,26
2020-11-28,良,63,246,45,57,9,52,1.17,30
2020-11-29,良,64,236,43,62,8,51,1.25,28
2020-11-30,良,68,206,49,65,7,48,1.04,24
2020-12-01,良,79,241,58,55,6,42,0.93,29
2020-12-02,良,63,211,45,46,6,27,0.70,52
2020-12-03,优,50,193,34,42,6,38,0.98,25
2020-12-04,良,57,206,40,49,10,48,1.08,23
2020-12-05,良,82,247,60,72,11,61,1.35,8
2020-12-06,良,88,253,65,70,7,45,1.35,29
2020-12-07,良,74,217,52,65,6,50,1.36,25
2020-12-08,良,59,174,41,60,8,57,1.26,10
2020-12-09,良,89,259,66,79,9,53,1.78,27
2020-12-10,良,79,187,57,77,11,57,1.81,13
2020-12-11,良,63,136,44,66,11,58,2.18,10
2020-12-12,良,52,71,27,58,8,40,1.26,35
2020-12-13,优,50,109,10,57,2,9,0.41,57
2020-12-14,良,59,323,31,63,8,39,1.12,22
2020-12-15,良,71,315,46,74,10,48,1.62,16
2020-12-16,良,68,274,47,70,12,51,1.67,15
2020-12-17,良,60,174,41,58,11,54,1.55,18
2020-12-18,良,56,180,39,55,10,52,1.53,22
2020-12-19,良,63,183,44,58,14,53,1.58,17
2020-12-20,良,67,173,48,61,12,54,1.77,19
2020-12-21,良,71,156,52,72,12,61,2.10,14
2020-12-22,良,80,143,54,86,9,51,1.70,26
2020-12-23,良,98,184,44,144,11,48,1.68,26
2020-12-24,良,68,155,40,79,10,51,1.77,18
2020-12-25,良,62,133,40,66,9,52,1.78,17
2020-12-26,良,70,136,48,71,13,62,2.17,17
2020-12-27,良,72,103,49,80,17,63,2.25,18
2020-12-28,良,59,83,32,59,10,40,1.45,33
2020-12-29,优,35,48,8,36,3,10,0.30,60
2020-12-30,优,26,32,12,25,5,23,0.61,41
2020-12-31,良,52,211,33,52,13,47,1.33,17
2021-01-01,良,64,259,41,69,10,52,1.72,15
2021-01-02,良,57,115,32,62,7,47,1.33,19
2021-01-03,良,66,150,44,72,11,54,1.54,17
2021-01-04,优,49,76,29,50,6,39,1.29,30
2021-01-05,优,42,95,25,41,5,40,0.99,22
2021-01-06,良,59,127,17,69,4,26,0.70,41
2021-01-07,优,41,95,18,40,5,28,0.55,38
2021-01-08,优,46,143,26,46,9,41,0.90,23
2021-01-09,优,48,150,28,47,11,46,1.07,19
2021-01-10,优,46,88,28,47,10,44,0.94,23
2021-01-11,轻度污染,133,344,44,186,10,49,1.25,23
2021-01-12,良,97,254,37,144,12,53,1.79,23
2021-01-13,重度污染,206,331,85,298,13,58,2.05,14
2021-01-14,中度污染,173,336,56,223,8,43,1.48,22
2021-01-15,重度污染,211,360,58,279,6,32,1.12,36
2021-01-16,良,55,96,24,59,5,25,0.70,44
2021-01-17,良,58,111,26,65,10,41,1.12,28
2021-01-18,良,56,99,22,64,7,42,1.46,22
2021-01-19,良,77,200,48,91,10,56,1.77,19
2021-01-20,良,75,169,48,88,8,56,1.58,19
2021-01-21,良,74,137,43,94,12,55,1.45,18
2021-01-22,良,80,150,52,99,14,59,1.66,12
2021-01-23,轻度污染,117,247,87,114,15,70,2.24,24
2021-01-24,中度污染,159,284,121,140,20,82,2.50,19
2021-01-25,轻度污染,104,252,69,114,7,36,1.02,40
2021-01-26,良,89,220,52,127,7,47,1.18,22
2021-01-27,良,100,221,43,150,6,38,0.99,36
2021-01-28,中度污染,182,359,56,273,6,33,0.75,40
2021-01-29,良,58,135,31,64,8,45,1.26,21
2021-01-30,良,62,139,31,72,13,48,1.25,23
2021-01-31,优,47,66,23,48,10,46,1.19,26
2021-02-01,良,83,236,36,117,8,38,1.01,35
2021-02-02,良,61,192,27,68,11,40,0.91,29
2021-02-03,良,64,176,34,75,9,44,1.24,27
2021-02-04,良,63,144,35,71,15,53,1.23,19
2021-02-05,良,63,151,33,74,11,46,1.22,26
2021-02-06,良,63,171,31,73,10,49,1.31,18
2021-02-07,良,56,144,30,59,12,44,1.08,27
2021-02-08,良,66,264,45,68,12,51,1.30,27
2021-02-09,良,87,290,64,92,11,59,1.61,36
2021-02-10,良,82,239,60,83,10,53,1.36,37
2021-02-11,良,90,231,66,93,10,43,1.47,38
2021-02-12,良,98,207,69,112,10,32,1.09,47
2021-02-13,良,64,221,43,74,11,41,1.23,31
2021-02-14,良,52,191,24,53,4,22,0.82,46
2021-02-15,优,38,122,15,38,4,23,0.58,53
2021-02-16,优,49,188,21,55,5,29,0.85,37
2021-02-17,良,58,298,30,61,8,34,0.85,32
2021-02-18,优,48,207,30,47,9,39,1.05,28
2021-02-19,良,55,198,24,63,6,40,1.08,30
2021-02-20,良,61,237,27,75,8,45,1.20,25
2021-02-21,良,61,212,29,74,8,44,1.11,25
2021-02-22,良,69,210,33,88,9,46,1.09,25
2021-02-23,良,81,313,52,107,10,42,1.25,60
2021-02-24,良,78,312,56,65,5,28,0.83,55
2021-02-25,轻度污染,115,356,87,70,4,30,1.05,37
2021-02-26,良,82,253,61,59,4,30,0.97,41
2021-02-27,良,71,227,51,44,5,23,0.78,67
2021-02-28,良,80,309,48,97,3,28,0.77,33
2021-03-01,优,47,273,19,51,5,24,0.68,64
2021-03-02,良,58,258,26,67,6,39,1.12,37
2021-03-03,良,63,259,36,76,10,44,1.15,44
2021-03-04,良,69,260,38,86,7,51,1.26,31
2021-03-05,良,67,238,36,85,5,45,1.03,39
2021-03-06,良,65,305,33,70,7,36,0.85,46
2021-03-07,轻度污染,124,360,94,82,7,31,1.12,57
2021-03-08,良,74,232,54,70,7,40,1.21,30
2021-03-09,优,49,136,33,42,8,32,0.83,49
2021-03-10,良,60,218,43,55,5,35,0.94,37
2021-03-11,优,39,89,24,30,6,28,0.73,51
2021-03-12,良,69,243,50,56,7,41,1.05,43
2021-03-13,良,66,196,47,65,6,35,0.97,57
2021-03-14,轻度污染,104,285,68,123,6,48,1.13,29
2021-03-15,严重污染,342,344,229,1363,3,33,0.98,28
2021-03-16,严重污染,500,362,469,2952,3,35,0.95,19
2021-03-17,严重污染,358,336,134,615,4,36,1.15,36
2021-03-18,轻度污染,122,327,75,182,2,23,1.06,35
2021-03-19,轻度污染,148,332,59,202,2,18,0.83,40
2021-03-20,重度污染,245,341,55,326,2,18,0.55,58
2021-03-21,良,72,195,17,94,2,21,0.51,59
2021-03-22,良,64,149,26,78,4,38,0.75,36
2021-03-23,良,77,202,36,104,4,44,0.83,39
2021-03-24,良,84,254,42,118,6,46,0.75,49
2021-03-25,良,93,270,59,119,8,55,0.96,37
2021-03-26,轻度污染,102,313,54,124,5,42,0.78,35
2021-03-27,良,79,262,30,109,4,38,0.56,38
2021-03-28,严重污染,322,353,174,855,2,33,0.45,39
2021-03-29,严重污染,275,311,113,423,4,32,0.56,61
2021-03-30,严重污染,253,340,110,372,5,39,0.88,68
2021-03-31,轻度污染,113,303,63,176,5,22,0.70,102
2021-04-01,优,34,136,22,30,2,20,0.54,54
2021-04-02,优,24,51,15,12,2,25,0.63,45
2021-04-03,优,26,46,14,23,2,17,0.41,53
2021-04-04,优,38,140,25,32,4,22,0.56,50
2021-04-05,优,33,51,20,32,3,18,0.52,79
2021-04-06,良,62,261,43,67,5,39,0.75,56
2021-04-07,良,58,248,37,58,3,40,0.69,57
2021-04-08,良,79,316,55,79,4,37,0.70,75
2021-04-09,良,64,268,45,73,6,49,0.68,71
2021-04-10,良,61,254,42,70,6,50,0.74,52
2021-04-11,良,64,287,45,65,5,48,0.77,53
2021-04-12,良,72,296,37,89,2,35,0.55,58
2021-04-13,良,64,288,30,75,3,32,0.46,35
2021-04-14,优,43,163,21,43,2,26,0.38,55
2021-04-15,严重污染,267,354,84,414,2,36,0.40,51
2021-04-16,中度污染,186,308,69,276,2,28,0.32,53
2021-04-17,良,61,193,25,76,3,36,0.39,50
2021-04-18,良,58,170,27,64,4,32,0.45,65
2021-04-19,良,75,287,33,99,6,38,0.57,74
2021-04-20,良,63,253,28,76,5,34,0.48,72
2021-04-21,优,38,73,23,31,3,19,0.62,65
2021-04-22,优,38,86,22,35,3,19,0.60,70
2021-04-23,良,65,306,42,71,6,37,0.92,51
2021-04-24,优,44,179,30,31,3,22,0.65,64
2021-04-25,优,28,65,17,23,3,18,0.59,67
2021-04-26,良,73,316,28,107,2,20,0.41,61
2021-04-27,轻度污染,109,331,42,167,3,30,0.35,51
2021-04-28,良,72,282,24,94,2,34,0.33,51
2021-04-29,良,100,345,47,150,3,33,0.34,56
2021-04-30,轻度污染,124,356,54,192,3,33,0.32,53
2021-05-01,良,93,346,49,135,3,35,0.41,54
2021-05-02,良,71,318,36,95,4,34,0.64,49
2021-05-03,良,65,298,25,86,2,11,0.47,89
2021-05-04,良,81,304,31,113,2,24,0.31,65
2021-05-05,良,53,141,17,57,2,24,0.30,73
2021-05-06,重度污染,202,344,88,322,2,19,0.30,82
2021-05-07,重度污染,237,315,101,337,1,24,0.32,67
2021-05-08,轻度污染,104,262,55,158,2,37,0.46,56
2021-05-09,良,68,273,33,86,3,31,0.46,81
2021-05-10,良,67,297,29,84,3,35,0.50,60
2021-05-11,良,62,316,29,74,3,34,0.58,75
2021-05-12,良,53,257,26,60,3,28,0.54,86
2021-05-13,良,61,286,36,72,3,31,0.69,81
2021-05-14,良,52,282,34,55,2,17,0.76,66
2021-05-15,优,32,207,11,36,2,13,0.40,52
2021-05-16,优,33,275,7,18,2,14,0.35,87
2021-05-17,优,36,164,12,29,2,27,0.38,60
2021-05-18,优,46,196,15,39,2,32,0.43,67
2021-05-19,优,47,203,19,49,2,33,0.48,59
2021-05-20,优,37,162,14,37,1,21,0.37,71
2021-05-21,优,50,211,17,52,2,33,0.45,52
2021-05-22,良,69,278,30,87,2,24,0.45,60
2021-05-23,良,55,250,17,61,2,13,0.34,75
2021-05-24,良,72,281,23,94,2,26,0.35,52
2021-05-25,良,81,307,33,112,2,25,0.38,59
2021-05-26,良,85,356,29,119,2,27,0.41,63
2021-05-27,良,74,341,27,98,2,26,0.36,63
2021-05-28,良,67,318,25,84,2,26,0.37,69
2021-05-29,优,50,238,18,54,2,31,0.41,60
2021-05-30,良,69,306,30,87,3,36,0.48,60
2021-05-31,良,71,302,36,91,2,30,0.48,56
2021-06-01,良,54,258,24,59,2,19,0.43,67
2021-06-02,良,61,289,25,74,2,29,0.45,71
2021-06-03,良,57,335,17,64,3,29,0.33,51
2021-06-04,优,43,220,13,39,2,32,0.37,54
2021-06-05,优,50,239,13,52,3,35,0.37,63
2021-06-06,良,52,153,22,57,3,40,0.46,57
2021-06-07,良,81,335,49,111,3,36,0.52,61
2021-06-08,良,58,272,31,68,2,27,0.51,72
2021-06-09,良,56,266,32,63,3,29,0.69,68
2021-06-10,优,44,256,20,38,2,20,0.53,78
2021-06-11,良,52,253,24,53,3,31,0.62,74
2021-06-12,良,57,271,35,62,3,31,0.78,73
2021-06-13,优,47,267,23,48,3,27,0.70,47
2021-06-14,优,41,282,18,39,2,27,0.63,48
2021-06-15,优,33,230,17,31,2,17,0.63,60
2021-06-16,优,33,210,14,29,2,15,0.53,51
2021-06-17,优,27,154,8,26,2,17,0.42,47
2021-06-18,优,39,263,9,32,2,24,0.42,61
2021-06-19,优,41,235,11,33,2,33,0.44,60
2021-06-20,优,42,218,11,35,3,33,0.43,64
2021-06-21,优,40,181,12,32,3,28,0.46,80
2021-06-22,良,58,263,23,55,3,28,0.66,105
2021-06-23,良,57,266,28,64,4,41,0.57,73
2021-06-24,良,53,242,25,58,5,38,0.69,68
2021-06-25,优,47,235,25,47,5,29,0.61,80
2021-06-26,良,52,305,24,56,3,29,0.60,66
2021-06-27,良,55,316,21,51,3,28,0.60,83
2021-06-28,良,55,300,25,53,3,28,0.65,99
2021-06-29,良,61,337,22,72,3,28,0.53,80
2021-06-30,良,69,354,28,88,3,28,0.50,85
2021-07-01,优,40,274,12,24,3,7,0.43,124
2021-07-02,良,54,350,26,65,2,13,0.53,85
2021-07-03,良,51,343,23,57,2,15,0.41,66
2021-07-04,优,44,270,14,42,2,19,0.49,76
2021-07-05,优,50,292,15,50,2,28,0.57,62
2021-07-06,优,47,286,18,48,2,25,0.61,70
2021-07-07,优,38,220,11,28,2,21,0.45,91
2021-07-08,优,50,308,17,41,2,26,0.50,94
2021-07-09,优,49,303,16,41,2,28,0.53,91
2021-07-10,良,56,323,20,54,3,33,0.66,81
2021-07-11,优,31,124,13,30,3,21,0.61,47
2021-07-12,优,31,142,10,26,2,16,0.51,77
2021-07-13,优,42,285,11,32,2,19,0.50,92
2021-07-14,优,40,254,12,28,2,22,0.55,89
2021-07-15,优,46,314,22,46,2,26,0.66,76
2021-07-16,优,43,297,21,40,2,25,0.65,76
2021-07-17,优,41,296,20,41,2,22,0.67,72
2021-07-18,优,37,295,17,33,2,13,0.60,76
2021-07-19,优,30,166,11,24,2,15,0.60,61
2021-07-20,优,26,139,11,22,2,18,0.60,57
2021-07-21,优,31,222,11,23,2,18,0.61,58
2021-07-22,优,37,277,22,34,2,15,0.83,62
2021-07-23,优,24,65,13,20,2,7,0.58,63
2021-07-24,优,31,167,18,25,2,11,0.61,68
2021-07-25,优,33,189,16,29,2,16,0.52,52
2021-07-26,优,50,319,29,38,2,20,0.53,52
2021-07-27,良,51,329,17,50,2,26,0.54,69
2021-07-28,优,38,251,13,29,2,19,0.46,89
2021-07-29,优,49,328,17,40,2,27,0.55,77
2021-07-30,优,44,257,12,31,2,29,0.48,80
2021-07-31,良,51,280,15,41,3,34,0.55,80
2021-08-01,优,43,202,11,36,3,30,0.53,71
2021-08-02,良,58,316,18,47,4,26,0.67,102
2021-08-03,优,49,275,25,50,3,22,0.73,83
2021-08-04,优,44,248,13,38,3,24,0.51,79
2021-08-05,优,47,300,13,41,4,23,0.56,100
2021-08-06,优,47,284,11,42,3,31,0.55,78
2021-08-07,优,39,221,15,34,3,16,0.54,102
2021-08-08,优,44,240,17,39,4,25,0.58,83
2021-08-09,优,42,180,16,31,2,18,0.53,83
2021-08-10,良,64,344,18,54,4,36,0.60,90
2021-08-11,良,56,322,23,56,5,35,0.73,77
2021-08-12,优,43,278,21,41,4,23,0.70,81
2021-08-13,优,36,250,19,31,3,13,0.57,98
2021-08-14,优,45,300,30,37,3,12,0.70,109
2021-08-15,良,52,314,34,52,3,22,0.76,90
2021-08-16,优,49,305,28,51,4,26,0.80,70
2021-08-17,优,42,297,22,44,4,24,0.85,63
2021-08-18,优,35,192,14,32,3,21,0.70,47
2021-08-19,优,30,121,14,27,3,19,0.58,43
2021-08-20,优,35,204,11,32,3,24,0.50,56
2021-08-21,优,41,257,13,36,3,25,0.55,58
2021-08-22,优,33,152,10,31,3,17,0.47,68
2021-08-23,优,49,319,19,55,3,23,0.52,42
2021-08-24,良,52,328,14,57,3,25,0.44,35
2021-08-25,优,35,191,7,32,3,23,0.45,36
2021-08-26,优,39,232,8,32,4,28,0.50,53
2021-08-27,优,46,316,14,42,4,25,0.54,74
2021-08-28,优,49,310,12,46,4,35,0.56,61
2021-08-29,优,48,310,20,46,5,24,0.68,78
2021-08-30,优,43,286,29,44,4,23,0.89,61
2021-08-31,优,27,136,8,18,3,17,0.65,72
2021-09-01,优,28,119,9,23,3,22,0.79,45
2021-09-02,优,28,110,7,22,3,17,0.83,57
2021-09-03,优,30,115,8,21,3,23,0.84,38
2021-09-04,优,30,143,7,18,3,17,0.68,74
2021-09-05,优,30,172,15,29,3,25,0.79,38
2021-09-06,优,24,87,6,18,4,20,0.58,51
2021-09-07,优,32,207,7,26,3,24,0.55,37
2021-09-08,优,40,207,10,36,3,29,0.55,45
2021-09-09,良,52,284,14,56,3,34,0.50,47
2021-09-10,优,49,234,14,49,4,35,0.55,47
2021-09-11,优,50,224,15,49,5,34,0.60,49
2021-09-12,良,52,269,16,54,4,33,0.54,50
2021-09-13,优,49,279,16,48,4,28,0.52,71
2021-09-14,优,48,280,22,50,4,33,0.59,56
2021-09-15,优,48,281,25,50,4,24,0.60,63
2021-09-16,优,25,82,7,16,4,17,0.51,59
2021-09-17,优,32,143,17,32,4,24,0.67,22
2021-09-18,优,22,60,7,13,4,19,0.75,56
2021-09-19,优,26,114,4,12,4,19,0.50,65
2021-09-20,优,30,177,9,29,4,22,0.46,43
2021-09-21,优,40,275,12,42,4,29,0.48,40
2021-09-22,优,45,236,17,46,4,29,0.52,31
2021-09-23,优,23,55,12,22,4,20,0.56,48
2021-09-24,优,23,58,12,22,4,25,0.80,39
2021-09-25,优,19,27,8,14,4,23,0.82,49
2021-09-26,优,19,47,4,11,4,20,0.77,43
2021-09-27,优,25,88,8,23,4,23,0.73,32
2021-09-28,优,26,72,7,21,4,19,0.63,42
2021-09-29,优,37,176,10,40,3,26,0.64,39
2021-09-30,优,49,236,16,53,3,31,0.61,35
2021-10-01,良,51,226,15,54,2,29,0.48,39
2021-10-02,优,44,155,14,44,2,26,0.60,42
2021-10-03,优,44,182,19,46,2,32,0.72,28
2021-10-04,优,19,19,7,16,2,21,0.58,31
2021-10-05,优,10,6,4,4,1,19,0.56,22
2021-10-06,优,13,21,3,9,1,17,0.59,25
2021-10-07,优,18,36,7,17,2,15,0.54,33
2021-10-08,优,41,254,24,38,3,21,0.86,29
2021-10-09,良,61,320,27,74,2,20,0.68,30
2021-10-10,良,57,346,14,64,3,22,0.39,32
2021-10-11,优,34,244,11,34,2,20,0.46,27
2021-10-12,优,25,99,16,23,2,15,0.61,42
2021-10-13,优,39,206,22,38,2,26,0.75,21
2021-10-14,优,36,183,16,35,2,25,0.55,35
2021-10-15,优,48,276,16,50,3,29,0.56,28
2021-10-16,优,42,296,16,44,3,32,0.54,26
2021-10-17,优,46,295,20,46,5,24,0.58,46
2021-10-18,优,49,266,25,53,4,33,0.69,44
2021-10-19,良,59,293,32,57,4,42,0.77,12
2021-10-20,优,42,230,23,34,3,31,0.76,33
2021-10-21,优,37,188,15,37,3,32,0.50,26
2021-10-22,优,39,152,15,39,4,36,0.59,27
2021-10-23,良,62,273,36,70,6,48,0.95,27
2021-10-24,良,59,229,37,66,5,44,0.85,37
2021-10-25,良,53,157,26,61,4,41,0.85,26
2021-10-26,良,56,182,21,65,4,43,0.72,32
2021-10-27,良,56,189,21,62,3,43,0.71,18
2021-10-28,良,64,221,30,78,4,42,0.86,24
2021-10-29,良,63,212,34,78,3,43,0.83,23
2021-10-30,良,65,202,29,81,3,45,0.84,19
2021-10-31,良,57,200,24,64,4,40,0.75,23
2021-11-01,良,55,199,26,61,6,45,0.83,21
2021-11-02,良,52,160,31,52,4,39,0.87,38
2021-11-03,良,56,176,26,63,5,43,0.97,26
2021-11-04,良,55,176,30,63,5,46,1.24,21
2021-11-05,良,71,238,49,88,7,51,1.40,26
2021-11-06,轻度污染,104,320,28,142,3,19,0.62,38
2021-11-07,优,43,287,12,45,4,13,0.50,54
2021-11-08,优,42,272,18,42,4,35,0.92,30
2021-11-09,优,45,232,21,47,5,39,1.01,28
2021-11-10,良,51,264,24,57,6,43,0.95,26
2021-11-11,良,60,297,26,72,6,39,0.85,28
2021-11-12,良,74,319,37,95,6,47,1.04,24
2021-11-13,良,54,155,26,61,6,46,0.96,24
2021-11-14,良,66,200,33,82,6,51,1.19,18
2021-11-15,良,72,219,36,91,7,48,1.08,21
2021-11-16,良,69,177,37,89,9,53,1.33,19
2021-11-17,良,71,180,42,91,7,56,1.40,20
2021-11-18,良,66,194,39,82,6,58,1.35,19
2021-11-19,良,70,225,45,85,7,61,1.48,21
2021-11-20,良,73,250,45,89,5,53,1.45,7
2021-11-21,良,98,336,21,145,4,26,0.80,34
2021-11-22,良,56,244,22,63,5,35,1.03,25
2021-11-23,良,62,236,35,69,7,47,1.42,15
2021-11-24,良,79,295,39,107,6,52,1.43,16
2021-11-25,良,69,223,35,87,8,53,1.38,15
2021-11-26,良,63,166,32,73,8,52,1.20,17
2021-11-27,良,89,281,59,110,11,67,1.62,7
2021-11-28,轻度污染,112,321,83,121,12,66,1.47,22
2021-11-29,良,74,254,22,97,4,26,0.54,48
2021-11-30,良,58,264,22,72,4,38,0.94,22
2021-12-01,优,46,194,26,49,6,45,1.12,18
2021-12-02,良,57,221,28,65,6,45,1.20,23
2021-12-03,良,55,157,30,61,7,51,1.26,17
2021-12-04,良,53,126,30,58,6,49,1.24,15
2021-12-05,良,63,158,36,72,8,56,1.42,15
2021-12-06,良,60,154,31,70,9,51,1.35,21
2021-12-07,良,60,195,36,73,13,53,1.26,14
2021-12-08,良,58,121,39,61,10,46,1.08,30
2021-12-09,良,77,178,54,89,8,55,1.35,19
2021-12-10,良,67,127,44,73,9,58,1.28,12
2021-12-11,良,53,113,30,46,5,36,0.83,30
2021-12-12,优,50,166,25,52,7,42,0.98,21
2021-12-13,良,57,226,35,60,9,45,1.40,15
2021-12-14,良,64,151,43,68,7,48,1.33,16
2021-12-15,良,59,111,36,61,7,51,1.30,16
2021-12-16,优,49,94,23,54,7,44,1.22,28
2021-12-17,优,45,191,17,49,5,29,0.65,45
2021-12-18,良,55,218,28,64,7,48,1.28,21
2021-12-19,良,69,259,32,82,10,55,1.45,16
2021-12-20,良,56,138,33,60,9,54,1.46,17
2021-12-21,良,61,161,37,67,10,56,1.68,12
2021-12-22,良,60,129,38,63,10,51,1.48,18
2021-12-23,良,56,97,29,59,9,44,1.22,28
2021-12-24,优,43,101,27,43,5,30,1.00,31
2021-12-25,优,31,96,12,31,7,20,0.70,46
2021-12-26,优,32,76,19,27,6,27,0.88,35
2021-12-27,优,38,91,21,36,8,36,1.18,26
2021-12-28,优,48,98,31,46,7,39,1.38,27
2021-12-29,良,64,188,45,62,7,43,1.47,22
2021-12-30,良,57,154,38,55,9,40,1.29,23
2021-12-31,良,55,114,36,53,10,40,1.43,20
2022-01-01,良,59,118,37,57,8,34,1.28,28
2022-01-02,良,60,133,36,59,8,38,1.29,22
